index,text,label
train_08_207_163,The police denied allegations targeting leaders student protests order thwart FeesMustFall campaign arrest former Witwatersrand University Student Representative Council president Mcebo Dlamini,1
train_08_208_1585,The resumption lectures NMMU Wednesday marred disruptions running battles police protesters continued,1
train_08_209_282,This week acting police commissioner Lt-Gen Khomotso Phahlane said five hundred and sixty-seven people arrested student protests two hundred and sixty-five cases last eight months,1
train_08_21_1926,Describing incident dastardly anti-democratic act Singh said Government take firm action perpetrators violence kind,1
train_08_210_414,seventh suspect arrested murder ANC North West official Obuti Chika Hawks said Friday,1
train_08_211_3019,suspect pulled trigger killed Chika,1
train_08_212_3271,Chika thirty-three shot point-blank range driveway home Alabama Klerksdorp December fourteen,0
train_08_213_1947,Rahul Assures Strict Action Tanzanian Student Assault Case fifth February two thousand and sixteen Prime Minister NEW DELHI Under attack Bharatiya Janata Party silent Rahul Gandhi today said strict action taken alleged assault stripping Tanzanian student Bangalore triggered nationwide outrage,1
train_08_214_1756,Nine persons arrested far since incident happened Sunday night twenty-one year-old Tanzanian student went ordeal vigilante justice angry mob case mistaken identity woman mowed car driven Sudanese,1
train_08_215_2240,The Tanzanian woman reportedly dragged car seated along three friends reached accident spot miscreants mistaking caused fatal accident though Sudanese involved police said,1
train_08_216_2186,Karnataka Home Minister Parameshwara denied Tanzanian woman stripped paraded naked claiming racial attack,0
train_08_217_2205,India suspended talks Pakistani gunmen attacked Mumbai last year saying would resumed till Islamabad showed concrete action meeting India concerns cross-border terrorism,1
train_08_218_3277,Former Team Anna members extend support sacked Maruti workers twenty-first September two thousand and twelve Prime Minister Several national-level trade union leaders along former Team Anna members Friday demanded cancellation termination orders sacked Maruti workers end four month-long lockout Eastern Medikit union leader said,0
train_08_219_1802,Trade unions different political hues including Centre Trade Unions Indian National Trade Union Congress Hind Mazdoor Sabha held rally,0
train_08_22_1483,said strongly condemn violent attack Congress leaders workers Chhattisgarh today,0
train_08_220_3160,Former team Anna members Prashant Bhushan Sanjay Singh also addressed gathering,0
train_08_221_3149,They also demanded end unofficial lockout Eastern Medikit four plants Udyog Vihar,0
train_08_222_1840,"More 1,200 permanent six hundred casual workers protesting jobs salaries",1
train_08_223_344,TAMIL NADU Post blasts web security tightens May twenty-nine two thousand and fourteen IST Railway stations places worship cinema halls malls enhanced protective measures everywhere The May Day twin blasts platform nine Chennai Central sent strong message various enforcement agencies city,1
train_08_224_3273,City police constituted teams carry regular inspection malls following blasts,1
train_08_225_3182,Soon heat dust twin blasts settled city policemen worked overtime step security arrangements city schools among important establishments scanner,1
train_08_226_1444,Communist Party India leader Sitaram Yechury reacting reference made Bharatiya Janata Party leader Advani public meetings,0
train_08_226_2129,December nineteen two thousand and seven IST Kanwar Yogendra SHIMLA The Communist Party India Tuesday questioned Bharatiya Janata Party opposition tough measures taken West Bengal government Maoists Nandigram set liberated zone,1
train_08_226_2453,NATIONAL Yechury takes dig Advani Nandigram,0
train_08_227_1719,said Home Minister Shivraj Patil said Parliament violence State due Maoists barricaded village prevented villagers return,1
train_08_228_852,The violence followed Nandigram due Bharatiya Janata Party criticising Communist Party India added,1
train_08_229_2459,Yechury said thirty-six Communist Party India cadres killed violence,0
train_08_23_1438,wished speedy recovery injured attack including senior Congress leader Shukla,0
train_08_230_2108,violent protest occurred outside school hospital Saturday rumours spread girl critical condition,1
train_08_231_2779,The police official said around seventeen people arrested destroying damaging government vehicles property,1
train_08_232_410,night twenty-eight September two thousand and fourteen umbrella movement protests erupted streets Hong Kong young filmmaker decided mission make visual record historic political convulsion,0
train_08_233_1782,followed ordinary protesters including teacher high school student captured frenzied clashes police demonstrators,0
train_08_234_2146,one point recorded documentary filmmaker embroiled violence hit face police officer,1
train_08_235_3141,But eve protests second anniversary Chan claims Hong Kong major cinemas refusing show film result suspects creeping self-censorship businesses shy away offending Beijing,1
train_08_235_3264,think independent film producers responsibility document mainstream media failed report,0
train_08_236_2118,Hong Kong changed lot since protests,0
train_08_237_2278,film might provide opportunity look back happened protests tidy thoughts emotions,1
train_08_238_3164,Fasting Jagan denied mulakats twenty-seventh August two thousand and thirteen The indefinite fast YSR Congress chief Jaganmohan Reddy protest state division continued second day Monday,1
train_08_239_599,Jagan taken hunger strike Sunday morning support Samaikyandra agitation Coastal Andhra Rayalaseema regions going last twenty-seven days,1
train_08_24_1443,Lok Sabha Speaker Meira Kumar described Naxal attack heinous conveyed condolences family killed,0
train_08_240_1234,Confirming Jagan taken food second consecutive day Monday Chanchalguda jail superintendent Saidaiah said Jagan refused food violation prison rules,1
train_08_241_1843,Later YSRC leaders Shoba Nagireddy Praveen Kumar Reddy Babu Rao met jails Sunil Kumar represented release medical bulletins health Jagan fasting jail,0
train_08_242_3173,The mass pro-democracy movement seized streets Hong Kong obviously overwhelmingly youthful,0
train_08_243_130,Will unprecedented protests embolden fight beliefs future convince resistance Beijing futile,1
train_08_244_1550,The protests appeared free hostile anti-mainlander rhetoric sometimes burst Hong Kong,0
train_08_245_1990,Yet older people drawn protests democracy veterans citizens inspired younger generation,1
train_08_246_3319,Law parents initially opposed protesting backed explained views,1
train_08_247_2689,Millions mainland took part pro-reform protests one thousand nine hundred and eighty-nine began Tiananmen Square bloody crackdown fear economic inducements ensured turned away politics,1
train_08_248_903,Han Dongfang jailed leader Tiananmen protests runs workers advocacy group China Labour Bulletin Hong Kong believes Beijing compromise sees necessary,1
train_08_249_3226,Earlier day hotel premises saw party workers waving Trinamool flags shouting slogans demanding justice management,1
train_08_25_216,Ehrenreich Rail Commuters Action Group outside Parliament main entrance Sunday protest Metro Rail poor safety record,1
